Mto_TC;MARCA;Nombre_territorio;FLAG_LIMA_PROVINCIA;REGION;SUELDO_ESTIMADO;EDAD;SEXO;ANTIGUEDAD_MES;SEGMENTO;FLAG_SS;FLAG_UNICEF
5000;Visa;DIR.RED MASIVA;0;SIERRA CENTRAL;1041.22;22;M;18;CLASICO;;
6900;Visa;DIR.RED MASIVA;1;LIMA NORTE;578;51;M;4;Micro empresa;;
2100;Visa;DIR.RED MASIVA;0;NORTE;2170;27;M;9;BAJO VALOR;;
12000;Visa;DIR.RED MASIVA;1;LIMA PROVINCIA;2164;51;M;37;CLASICO;;
2500;Visa;DIR.RED MASIVA;0;SUR;1113;27;F;3;CLASICO;;
7100;Visa;T.LIMA CENTRO;1;LIMA SUR;2486.5;35;M;98;CLASICO;;
6800;Visa;DIR.RED MASIVA;1;CALLAO;1113;55;F;3;CLASICO;;
6300;Visa;DIR.RED MASIVA;0;NORTE;1688;30;M;51;CLASICO;;
5400;Visa;DIR.RED MASIVA;0;SUR;1296.67;23;M;14;BAJO VALOR;;
6700;Visa;DIR.RED MASIVA;0;NORTE;1343.25;41;F;3;Micro empresa;;
2200;Visa;DIR.RED MASIVA;0;NORTE;916;53;M;105;CLASICO;;
6400;Visa;DIR.RED MASIVA;1;LIMA ESTE;1566;52;M;3;BAJO VALOR;;
1000;Visa;DIR.RED MASIVA;1;CALLAO;1000;23;F;58;CLASICO;;
1000;Visa;DIR.RED MASIVA;0;CENTRO;2006.33;26;F;19;BAJO VALOR;;
1200;Visa;DIR.RED MASIVA;1;LIMA PROVINCIA;1228.125;35;M;3;BAJO VALOR;;
10000;Visa;DIR.RED MASIVA;0;NORTE;1019;40;F;220;CLASICO;;
4100;Visa;DIR.RED MASIVA;0;SUR;2389;33;M;57;CLASICO;;
21000;Visa;DIR.RED MASIVA;0;ORIENTE;4392.83;30;M;30;BAJO VALOR;;
6100;Visa;DIR.RED MASIVA;1;LIMA SUR;2185.875;31;F;63;CLASICO;;
5800;Visa;DIR.RED MASIVA;1;LIMA CENTRO;804.375;33;M;3;BAJO VALOR;;
7500;Visa;DIR.RED MASIVA;1;LIMA PROVINCIA;1113;26;F;3;CLASICO;;
10900;Visa;DIR.RED MASIVA;1;LIMA SUR;1523;35;F;70;CLASICO;;
5000;Visa;T.NOR ORIENTE;0;ORIENTE;2306.44;27;M;37;CLASICO;;
5500;Visa;T.NOR ORIENTE;0;ORIENTE;588;29;F;82;Micro empresa;;
8200;Visa;DIR.RED MASIVA;0;SUR;2285.22;36;M;113;CLASICO;;
2;Visa;DIR.RED MASIVA;1;LIMA MODERNA;2000;27;M;43;CLASICO;;
7800;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;2031;44;F;220;CLASICO;;
5000;Visa;T.LINCE;1;LIMA MODERNA;6877;35;F;133;CLASICO;;
900;Visa;T.LINCE;1;LIMA SUR;3923;36;M;38;CLASICO;;
8300;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;2775;33;M;46;CLASICO;;
7900;Visa;DIR.RED MASIVA;1;LIMA NORTE;525;29;F;73;CLASICO;;
1200;Visa;T.NORTE;0;NORTE;1231.5;35;F;6;BAJO VALOR;;
1000;Visa;T.MIRAFLORES S.BORJA;1;LIMA SUR;1105;65;F;3;CLASICO;;
2000;Visa;T.CENTRO;0;CENTRO;1274;32;F;3;CLASICO;;
12000;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;991;36;M;82;;;
12000;Visa;T.MIRAFLORES S.BORJA;;;;;;3;BAJO VALOR;;
6000;Visa;DIR.RED MASIVA;0;CENTRO;1925;23;F;6;CLASICO;;
35000;Visa;DIR.RED MASIVA;1;LIMA MODERNA;3558;32;F;103;CLASICO;;
3000;Visa;T.CENTRO;0;NORTE;2402;33;M;74;CLASICO;;
2000;Visa;T.CENTRO;0;CENTRO;1305;48;M;26;Micro empresa;;
6100;Visa;T.CENTRO;0;CENTRO;550;49;M;3;CLASICO;;
2000;Visa;T.CENTRO;0;CENTRO;2217;32;M;45;CLASICO;;
5700;Visa;DIR.RED MASIVA;0;SUR;1152.67;27;F;39;BAJO VALOR;;
10800;Visa;DIR.RED MASIVA;1;LIMA NORTE;2439;32;M;38;CLASICO;;
11600;Visa;DIR.RED MASIVA;0;SUR;3000;36;F;53;CLASICO;;
11600;Visa;DIR.RED MASIVA;0;NORTE;2424.11;26;M;81;CLASICO;;
12000;Visa;DIR.RED MASIVA;0;NORTE;2179.5;53;M;216;CLASICO;;
17500;Visa;DIR.RED MASIVA;0;ORIENTE;2890;32;F;31;CLASICO;;
5700;Visa;T.CALLAO SAN MIGUEL;1;LIMA ESTE;1750;30;M;65;CLASICO;;
7500;Visa;T.LIMA CENTRO;1;LIMA NORTE;3079.89;39;M;152;CLASICO;;
10400;Visa;T.LIMA SUR;1;LIMA CENTRO;2294;31;M;26;CLASICO;;
8400;Visa;DIR.RED MASIVA;1;LIMA ESTE;1225;28;F;69;CLASICO;;
6900;Visa;T.LIMA RESIDENCIAL;1;LIMA NORTE;1474.78;34;M;76;CLASICO;;
12000;Visa;T.LIMA RESIDENCIAL;1;LIMA CENTRO;5538;32;M;105;VIP;;
2500;Visa;T.LIMA RESIDENCIAL;1;LIMA CENTRO;1237;25;M;32;CLASICO;;
2;Visa;DIR.RED MASIVA;0;SUR;1113;24;M;3;CLASICO;;
7800;Visa;T.CENTRO;0;CENTRO;3143.875;36;M;9;BAJO VALOR;;
1000;Visa;T.SUR;0;SUR;1228.125;39;M;3;CLASICO;;
23000;Visa;T.SURCO LA MOLINA;1;CALLAO;4877;32;F;23;CLASICO;;
1300;Visa;DIR.RED MASIVA;0;SUR;2313.33;24;F;7;BAJO VALOR;;
3000;Visa;T.CALLAO SAN MIGUEL;1;CALLAO;1024.89;26;F;44;CLASICO;;
5700;Visa;DIR.RED MASIVA;1;LIMA PROVINCIA;919.5;31;M;3;BAJO VALOR;;
1100;Visa;T.CENTRO;1;LIMA ESTE;1102;24;M;34;BAJO VALOR;;
7700;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;3068.375;62;F;188;CLASICO;;
6100;Visa;T.CENTROS MASIVOS;1;LIMA SUR;350;29;F;4;BAJO VALOR;;
5300;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;1113;32;F;3;CLASICO;;
1300;Visa;T.CENTROS MASIVOS;0;SUR;1392;24;M;8;CLASICO;;
7100;Visa;T.CENTROS MASIVOS;1;CALLAO;1458.375;59;F;3;CLASICO;;
5600;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;1686.5;41;M;3;BAJO VALOR;;
15000;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;2555;32;F;161;CLASICO;;
1300;Visa;T.CENTROS MASIVOS;1;CALLAO;1001.4;34;M;102;CLASICO;;
1200;Visa;T.CENTROS MASIVOS;0;SUR;122;64;M;3;CLASICO;;
10400;Visa;T.CENTROS MASIVOS;0;ORIENTE;2800;38;F;75;CLASICO;;
1100;Visa;DIR.RED MASIVA;1;LIMA SUR;1207.57;27;M;56;CLASICO;;
6700;Visa;T.NOR ORIENTE;0;NORTE;2487;55;M;101;CLASICO;;
11800;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;2375.625;45;F;152;CLASICO;;
9000;Visa;T.MIRAFLORES S.BORJA;0;NORTE;2379.375;62;M;3;CLASICO;;
12000;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;7783.22;37;M;20;CLASICO;;
2400;Visa;T.CENTRO;0;CENTRO;578;30;F;9;BAJO VALOR;;
10800;Visa;T.CENTRO;0;CENTRO;578;62;M;27;CLASICO;;
1000;Visa;T.SUR;0;SUR;837.14;22;F;22;Micro empresa;;
10000;Visa;T.SUR;0;SUR;1700;37;F;99;VIP;;
11100;Visa;T.SUR;0;SUR;2609.11;29;M;48;CLASICO;;
3000;Visa;T.SUR;1;LIMA ESTE;964;27;M;10;BAJO VALOR;1;
13000;Visa;T.SUR;0;SUR;2608;55;M;20;CLASICO;;
5200;Visa;T.CENTROS MASIVOS;0;SUR;1203;42;F;210;CLASICO;;
3800;Visa;T.CENTROS MASIVOS;0;NORTE;1499;32;M;4;CLASICO;;
10600;Visa;T.CENTROS MASIVOS;0;SUR;1019;58;F;122;CLASICO;;
12500;Visa;T.CENTROS MASIVOS;1;LIMA SUR;1540;24;M;75;CLASICO;;
3200;Visa;T.CENTROS MASIVOS;0;SUR;1403.11;26;M;50;CLASICO;;
7200;Visa;T.CENTROS MASIVOS;0;SIERRA CENTRAL;1994;36;M;3;CLASICO;;
5000;Visa;T.CENTROS MASIVOS;0;SIERRA CENTRAL;1049.78;22;M;43;CLASICO;;
5200;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;1750;30;F;117;CLASICO;;
1200;Visa;T.CENTROS MASIVOS;0;SUR;1166.86;41;F;80;CLASICO;;
1000;Visa;T.CENTROS MASIVOS;0;SUR;1478.5;24;F;21;CLASICO;;
1400;Visa;T.CENTROS MASIVOS;0;ORIENTE;1673.33;30;M;34;BAJO VALOR;;
1100;Visa;T.CENTROS MASIVOS;0;NORTE;1196.75;35;M;8;BAJO VALOR;;
1300;Visa;T.CENTROS MASIVOS;1;LIMA ESTE;1397.67;21;M;23;BAJO VALOR;;
3200;Visa;T.CENTROS MASIVOS;0;SUR;1995;51;F;8;BAJO VALOR;;
3000;Visa;T.CENTROS MASIVOS;0;CENTRO;3015.6;27;F;32;BAJO VALOR;;
7500;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;1141.125;32;F;80;BAJO VALOR;;
1800;Visa;T.CENTROS MASIVOS;0;SIERRA CENTRAL;2222.2;27;M;6;CLASICO;;
6500;Visa;T.CENTROS MASIVOS;1;LIMA CENTRO;3459;25;F;3;BAJO VALOR;;
13000;Visa;T.CENTROS MASIVOS;0;SUR;1955.33;27;M;50;CLASICO;;
16500;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;2304;32;M;102;CLASICO;;
18000;Visa;T.CENTROS MASIVOS;0;NORTE;2823;44;M;170;CLASICO;;
31500;MasterCard;T.CENTROS MASIVOS;0;NORTE;1750;62;M;136;CLASICO;;
9900;Visa;T.CENTROS MASIVOS;0;NORTE;1050;40;M;49;CLASICO;;
6700;Visa;T.CENTROS MASIVOS;0;NORTE;2200;38;F;3;BAJO VALOR;;
4500;Visa;T.CENTROS MASIVOS;1;LIMA SUR;1228.125;56;F;264;BAJO VALOR;;
5600;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;1610.25;57;M;3;CLASICO;;
5200;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;1149.75;61;F;3;BAJO VALOR;;
7000;Visa;T.CENTROS MASIVOS;0;NORTE;2439.5;47;M;75;CLASICO;;
6000;Visa;T.CENTROS MASIVOS;1;LIMA ESTE;1149.75;30;M;3;CLASICO;;
1700;Visa;T.CENTROS MASIVOS;1;LIMA SUR;1742;35;M;46;CLASICO;;
50000;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;3185.25;50;M;129;CLASICO;;
5200;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;3105.125;62;F;273;CLASICO;;
3800;Visa;T.CENTROS MASIVOS;0;NORTE;1458.375;33;M;3;Micro empresa;;
2800;Visa;T.CENTROS MASIVOS;1;LIMA CENTRO;1458.375;49;M;3;CLASICO;1;
7200;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;2147.375;33;F;3;CLASICO;;
4900;Visa;T.CENTROS MASIVOS;0;SIERRA CENTRAL;71;34;F;128;CLASICO;;
5000;Visa;T.CENTROS MASIVOS;0;NORTE;566;31;F;3;CLASICO;;
1200;Visa;T.CENTROS MASIVOS;0;ORIENTE;1272.71;36;M;8;BAJO VALOR;;
30000;Visa;T.CENTROS MASIVOS;1;LIMA SUR;1416;27;M;175;CLASICO;;
4100;Visa;T.CENTROS MASIVOS;0;CENTRO;1113;28;M;3;CLASICO;;
6400;Visa;T.CENTROS MASIVOS;1;LIMA CENTRO;525;48;M;238;CLASICO;;
42000;Visa;T.LINCE;1;LIMA MODERNA;4944;38;F;102;CLASICO;;
1300;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;1503.25;36;M;151;CLASICO;;
1900;Visa;T.CENTROS MASIVOS;1;CALLAO;2011.5;29;M;80;BAJO VALOR;;
18000;Visa;T.CENTROS MASIVOS;1;CALLAO;3672.67;43;F;163;CLASICO;;
6300;Visa;T.CENTROS MASIVOS;1;LIMA ESTE;1228.125;46;F;3;Micro empresa;;
5600;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;1326;29;F;111;CLASICO;;
6900;Visa;T.CENTROS MASIVOS;0;NORTE;13566.33;32;F;5;CLASICO;1;
5800;Visa;T.CENTROS MASIVOS;1;LIMA PROVINCIA;919.5;24;M;3;BAJO VALOR;;
90500;Visa;T.CENTROS MASIVOS;0;SUR;8750;34;M;143;CLASICO;;
10800;Visa;T.CENTROS MASIVOS;0;NORTE;1900.25;27;M;46;CLASICO;;
6100;Visa;DIR.RED MASIVA;1;LIMA MODERNA;443;48;M;242;CLASICO;;
20000;Visa;T.LIMA CENTRO;1;LIMA MODERNA;9376.56;57;F;202;CLASICO;;
3500;Visa;T.MIRAFLORES S.BORJA;1;LIMA CENTRO;1113;25;M;69;CLASICO;;
10000;Visa;T.LINCE;1;LIMA CENTRO;7224.22;30;M;13;CLASICO;;
1700;Visa;DIR.RED MASIVA;1;LIMA CENTRO;1013.67;29;M;19;CLASICO;;
7000;Visa;DIR.RED MASIVA;0;NORTE;858;25;F;3;CLASICO;;
10000;Visa;T.CALLAO SAN MIGUEL;1;CALLAO;5638.33;64;M;248;CLASICO;;
11500;Visa;T.SUR;0;SUR;708;49;F;8;BAJO VALOR;;
5000;Visa;T.CENTRO;0;CENTRO;2174.43;27;F;8;CLASICO;;
5000;Visa;T.CALLAO SAN MIGUEL;1;CALLAO;6318;59;M;127;CLASICO;;
12000;Visa;T.NOR ORIENTE;0;NORTE;3965.63;47;M;250;CLASICO;;
1000;Visa;T.LIMA RESIDENCIAL;1;LIMA ESTE;2212.78;26;M;37;CLASICO;;
700;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;;52;F;3;BAJO VALOR;;
1000;Visa;T.LIMA CENTRO;1;LIMA SUR;578;50;M;216;CLASICO;;
3300;Visa;T.NOR ORIENTE;0;NORTE;375.5;43;F;15;CLASICO;;
2000;Visa;T.SUR;0;SUR;2088.5;27;M;32;CLASICO;;
12000;Visa;T.SUR;0;SUR;8269;48;M;186;VIP;;
11500;Visa;DIR.RED MASIVA;0;SIERRA CENTRAL;1212;30;F;103;CLASICO;;
7300;Visa;DIR.RED MASIVA;0;SIERRA CENTRAL;708;52;F;3;CLASICO;;
70000;Visa;DIR.RED MASIVA;0;ORIENTE;7105;51;M;219;CLASICO;;
1700;Visa;DIR.RED MASIVA;1;LIMA SUR;1749.25;23;F;22;BAJO VALOR;;
5200;Visa;T.NORTE;0;NORTE;3010;41;M;3;CLASICO;;
800;Visa;T.LIMA SUR;1;LIMA ESTE;1757.875;39;F;73;CLASICO;;
800;Visa;T.LIMA SUR;1;LIMA ESTE;1260;54;M;3;BAJO VALOR;;
1000;Visa;T.LIMA RESIDENCIAL;1;LIMA MODERNA;1483.33;23;M;59;BAJO VALOR;;
7600;Visa;T.LIMA RESIDENCIAL;1;LIMA MODERNA;2623.67;40;F;125;CLASICO;;
1000;Visa;T.LIMA RESIDENCIAL;1;LIMA SUR;1813.17;30;M;16;CLASICO;;
5000;Visa;T.LIMA RESIDENCIAL;1;LIMA SUR;1858.86;30;M;106;CLASICO;;
45000;Visa;T.LIMA RESIDENCIAL;1;LIMA MODERNA;14000;40;M;71;VIP;;
24000;Visa;T.NOR ORIENTE;0;NORTE;4468.11;52;M;186;CLASICO;;
11500;Visa;T.NOR ORIENTE;0;NORTE;1400;31;F;100;CLASICO;;
2000;Visa;T.LIMA SUR;1;LIMA MODERNA;1700;36;F;63;Micro empresa;;
10700;Visa;T.NORTE;0;NORTE;1295;35;M;11;CLASICO;;
1000;Visa;T.LIMA RESIDENCIAL;1;LIMA ESTE;;;F;18;BAJO VALOR;;
1000;Visa;T.LIMA SUR;;;;;;9;BAJO VALOR;;
800;Visa;T.LIMA SUR;0;CENTRO;1458.375;44;F;181;BAJO VALOR;;
2800;Visa;T.CENTRO;;;;;;7;CLASICO;;
4400;Visa;T.CENTRO;0;SIERRA CENTRAL;687;30;F;3;CLASICO;;
8100;Visa;T.SURCO LA MOLINA;1;LIMA NORTE;1820;29;F;71;CLASICO;;
3400;Visa;DIR.RED MASIVA;1;LIMA MODERNA;3489.25;36;M;3;CLASICO;;
20000;Visa;DIR.RED MASIVA;0;SUR;4301.2;35;M;32;CLASICO;;
6700;Visa;DIR.RED MASIVA;1;LIMA MODERNA;525;46;F;3;CLASICO;;
6400;Visa;DIR.RED MASIVA;1;CALLAO;1260;31;F;3;CLASICO;;
1000;Visa;DIR.RED MASIVA;1;CALLAO;1449.89;25;M;32;CLASICO;;
3000;Visa;T.CENTRO;0;CENTRO;1739.89;30;F;15;CLASICO;;
5000;Visa;T.CENTRO;0;CENTRO;3553;48;F;3;CLASICO;;
1000;Visa;T.CALLAO SAN MIGUEL;1;CALLAO;3505.11;47;F;221;CLASICO;;
15000;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;3921.89;33;M;59;VIP;;
5600;Visa;T.CENTROS MASIVOS;1;LIMA CENTRO;1456.25;39;F;4;BAJO VALOR;;
6900;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;1610.25;39;M;37;CLASICO;;
10500;Visa;T.CENTROS MASIVOS;0;NORTE;1476;56;M;244;CLASICO;;
2700;Visa;T.CENTROS MASIVOS;1;LIMA SUR;2416.125;34;F;3;CLASICO;;
5300;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;2156;52;F;3;BAJO VALOR;;
6500;Visa;T.CENTROS MASIVOS;1;LIMA CENTRO;1316.89;42;F;47;CLASICO;;
2700;Visa;T.CENTROS MASIVOS;1;CALLAO;1380;48;M;3;CLASICO;;
12000;Visa;T.LINCE;1;LIMA NORTE;3210;54;M;238;CLASICO;;
700;Visa;T.CALLAO SAN MIGUEL;1;LIMA CENTRO;991;42;F;146;CLASICO;;
9500;Visa;T.CENTROS MASIVOS;1;LIMA SUR;2875.75;28;M;121;BAJO VALOR;;
5700;Visa;T.CENTROS MASIVOS;1;LIMA ESTE;919.5;26;F;3;BAJO VALOR;1;
8400;Visa;T.CENTROS MASIVOS;0;NORTE;3020.17;33;M;23;CLASICO;;
7100;Visa;T.CENTROS MASIVOS;0;CENTRO;1113;36;M;44;CLASICO;;
17000;Visa;T.CENTROS MASIVOS;0;CENTRO;1262;34;M;112;CLASICO;;
3000;Visa;T.CENTROS MASIVOS;1;LIMA CENTRO;1492;30;F;3;CLASICO;;
6200;Visa;T.CENTROS MASIVOS;1;LIMA CENTRO;525;50;F;223;CLASICO;;
14000;Visa;T.CENTROS MASIVOS;0;NORTE;525;38;F;167;CLASICO;;
4000;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;1873;58;M;60;CLASICO;1;
3600;Visa;T.CENTROS MASIVOS;0;SUR;1037;50;F;195;CLASICO;;
1400;Visa;T.CENTROS MASIVOS;0;SUR;1244;39;F;4;CLASICO;;
800;Visa;T.CENTROS MASIVOS;0;SUR;1245;25;M;3;CLASICO;;
10000;Visa;T.CENTROS MASIVOS;0;SUR;778;43;F;249;CLASICO;;
1800;Visa;T.CENTROS MASIVOS;0;NORTE;525;36;M;3;CLASICO;;
5000;Visa;T.SURCO LA MOLINA;1;LIMA SUR;840;38;F;206;CLASICO;;
2100;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;987;33;M;8;BAJO VALOR;;
6100;Visa;T.CENTROS MASIVOS;0;CENTRO;1228.125;48;F;179;BAJO VALOR;;
1100;Visa;T.CENTROS MASIVOS;0;NORTE;1545;24;F;16;CLASICO;;
5000;Visa;T.CENTROS MASIVOS;0;SUR;1127.67;26;M;14;BAJO VALOR;;
6600;Visa;T.CENTROS MASIVOS;0;SIERRA CENTRAL;4616;62;M;3;BAJO VALOR;;
6200;Visa;T.CENTROS MASIVOS;0;CENTRO;1859.89;26;M;31;CLASICO;;
7900;Visa;T.CENTROS MASIVOS;0;SUR;648;43;F;3;BAJO VALOR;;
9900;Visa;T.CENTROS MASIVOS;0;SUR;2147.44;36;M;101;CLASICO;;
12000;Visa;T.SURCO LA MOLINA;0;CENTRO;560;67;M;329;VIP;;
17500;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;3277.25;50;M;46;CLASICO;;
6400;Visa;T.CENTROS MASIVOS;0;NORTE;1315.44;41;F;177;CLASICO;;
6000;Visa;T.CENTROS MASIVOS;0;SIERRA CENTRAL;673;24;F;3;CLASICO;;
1600;Visa;T.CENTROS MASIVOS;0;NORTE;1620.33;25;M;33;BAJO VALOR;;
1100;Visa;T.CENTROS MASIVOS;0;SUR;1212.86;24;M;8;BAJO VALOR;;
1000;Visa;T.CALLAO SAN MIGUEL;1;LIMA ESTE;2078;35;M;34;CLASICO;;
1400;Visa;T.CENTROS MASIVOS;0;NORTE;1766.71;58;M;148;CLASICO;;
1700;Visa;T.NOR ORIENTE;0;NORTE;1612.25;23;F;69;CLASICO;;
5000;Visa;T.NOR ORIENTE;0;NORTE;578;29;M;46;CLASICO;;
10700;Visa;T.LIMA SUR;1;LIMA MODERNA;2133.75;31;M;59;CLASICO;;
1000;Visa;T.LIMA SUR;1;LIMA SUR;2493.25;52;M;10;CLASICO;;
2000;Visa;T.SUR;0;SUR;4578;29;M;90;CLASICO;;
7300;Visa;T.CENTROS MASIVOS;0;SUR;1050;40;M;212;CLASICO;;
55000;Visa;T.CENTROS MASIVOS;0;NORTE;4330.33;39;F;213;CLASICO;;
12000;Visa;T.CENTROS MASIVOS;0;NORTE;2268;40;M;93;CLASICO;;
1700;Visa;T.CENTROS MASIVOS;0;CENTRO;1960;38;M;90;CLASICO;;
700;Visa;T.CENTROS MASIVOS;0;CENTRO;1264.875;28;F;16;CLASICO;;
38500;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;1449.78;38;M;120;CLASICO;;
6500;Visa;T.CENTROS MASIVOS;0;NORTE;1312.63;51;M;171;CLASICO;;
5700;Visa;T.CENTROS MASIVOS;0;CENTRO;1315.78;28;F;38;CLASICO;;
6200;Visa;T.CENTROS MASIVOS;0;NORTE;1103;49;M;3;CLASICO;;
15000;Visa;T.CENTROS MASIVOS;0;SUR;2938;27;F;96;CLASICO;;
3600;Visa;T.CENTROS MASIVOS;0;SUR;1750;60;F;124;CLASICO;;
15500;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;770;30;M;8;BAJO VALOR;;
700;Visa;T.CENTROS MASIVOS;0;CENTRO;1813.56;55;M;26;CLASICO;;
1300;Visa;T.CENTROS MASIVOS;0;SUR;1301.5;53;M;7;BAJO VALOR;1;
1000;Visa;T.CENTROS MASIVOS;0;CENTRO;1078.67;28;M;54;CLASICO;;
6800;Visa;T.CENTROS MASIVOS;0;NORTE;2015.75;30;M;85;CLASICO;;
7300;Visa;T.CENTROS MASIVOS;0;SIERRA CENTRAL;1103;39;M;3;CLASICO;;
1200;Visa;T.CENTROS MASIVOS;0;SUR;1336.67;31;M;68;CLASICO;;
6400;Visa;T.CENTROS MASIVOS;0;SUR;435;37;F;102;CLASICO;;
1000;Visa;T.CENTROS MASIVOS;0;SUR;1088;45;F;79;BAJO VALOR;;
7400;Visa;T.CENTROS MASIVOS;0;SIERRA CENTRAL;1536.33;28;F;41;CLASICO;;
8800;Visa;T.CENTROS MASIVOS;0;SUR;1652.11;41;M;17;CLASICO;;
5500;Visa;T.CENTROS MASIVOS;0;SUR;1750;37;F;153;CLASICO;;
6100;Visa;T.CENTROS MASIVOS;1;LIMA ESTE;1046;34;M;138;CLASICO;;
11200;Visa;DIR.RED MASIVA;0;CENTRO;5600;38;M;155;CLASICO;;
5800;Visa;DIR.RED MASIVA;1;LIMA ESTE;919.5;23;M;3;CLASICO;1;
15000;Visa;DIR.RED MASIVA;1;LIMA MODERNA;2759.75;30;F;70;CLASICO;;
1000;Visa;T.LIMA CENTRO;1;LIMA MODERNA;1191;50;M;238;CLASICO;;
6700;Visa;DIR.RED MASIVA;0;SUR;578;46;M;245;CLASICO;;
10700;Visa;DIR.RED MASIVA;0;SIERRA CENTRAL;1918.875;49;M;6;CLASICO;;
11900;Visa;T.LIMA RESIDENCIAL;1;LIMA MODERNA;4321.67;38;F;162;CLASICO;;
7100;Visa;T.LIMA RESIDENCIAL;1;LIMA NORTE;1855.625;59;M;3;BAJO VALOR;;
800;Visa;T.LIMA SUR;1;LIMA ESTE;1084.75;24;F;10;BAJO VALOR;;
800;Visa;T.LIMA SUR;1;LIMA MODERNA;1156.67;32;M;43;CLASICO;;
700;Visa;T.LIMA SUR;0;SUR;1800;25;M;3;BAJO VALOR;;
14500;Visa;T.LIMA RESIDENCIAL;1;LIMA MODERNA;3216;29;F;81;Micro empresa;;
12000;Visa;T.LIMA RESIDENCIAL;0;CENTRO;3100;37;F;105;CLASICO;;
700;Visa;T.LIMA CENTRO;1;LIMA CENTRO;1021;47;F;243;CLASICO;;
6400;Visa;T.NORTE;0;NORTE;1339.5;27;M;25;CLASICO;;
2000;Visa;T.SUR;0;SUR;1573.5;35;F;5;Micro empresa;;
5000;Visa;T.LINCE;1;CALLAO;2375.22;33;M;19;CLASICO;;
1400;Visa;T.LINCE;1;LIMA NORTE;1362.17;53;M;25;CLASICO;;
3000;Visa;T.CALLAO SAN MIGUEL;1;LIMA ESTE;2162;41;F;107;CLASICO;;
14000;Visa;TERR.OPERATIONS;1;LIMA MODERNA;2000;49;F;123;CLASICO;;
6200;Visa;DIR.RED MASIVA;1;LIMA CENTRO;1113;38;F;3;CLASICO;;
8300;Visa;DIR.RED MASIVA;0;SUR;589;47;F;3;CLASICO;;
6900;Visa;DIR.RED MASIVA;0;CENTRO;2100;27;M;46;CLASICO;;
2000;Visa;T.LIMA SUR;1;LIMA SUR;857.67;24;M;3;BAJO VALOR;;
14000;Visa;T.LIMA CENTRO;1;LIMA MODERNA;4216.15;34;M;120;VIP;;
16500;Visa;T.NORTE;0;NORTE;897;38;F;16;CLASICO;;
18000;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;3200;52;M;246;CLASICO;;
44500;Visa;T.CENTROS MASIVOS;0;NORTE;2070.75;50;M;124;CLASICO;;
26000;Visa;T.CENTROS MASIVOS;1;LIMA MODERNA;3202;26;M;62;CLASICO;;
6500;Visa;T.CENTROS MASIVOS;0;CENTRO;1113;48;F;3;BAJO VALOR;;
6900;Visa;T.CENTROS MASIVOS;0;NORTE;2185.875;42;M;3;CLASICO;;
80000;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;5875;36;F;58;CLASICO;;
13500;Visa;T.LIMA CENTRO;1;LIMA CENTRO;3438.22;36;M;119;CLASICO;;
2800;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;2853.5;27;F;5;CLASICO;;
7600;Visa;T.SUR;1;LIMA MODERNA;1894.5;30;F;108;BAJO VALOR;;
30500;Visa;T.LINCE;1;LIMA MODERNA;2606;42;M;54;CLASICO;;
5100;Visa;T.LINCE;1;LIMA SUR;1128.22;26;M;24;BAJO VALOR;;
3400;Visa;T.SUR;0;SUR;1468.75;26;M;44;CLASICO;;
2000;Visa;T.SUR;0;SUR;1067.25;30;F;24;CLASICO;;
13500;Visa;T.CENTROS MASIVOS;1;LIMA ESTE;702;42;M;189;CLASICO;;
14000;Visa;T.CENTROS MASIVOS;0;NORTE;2613;49;M;195;CLASICO;;
5500;Visa;T.CENTROS MASIVOS;1;LIMA NORTE;2070.75;42;F;3;CLASICO;;
